logic_type,rule_id,source_group,category,name,severity,technique,parent_process,child_process,behavior,logic_summary,raw_logic,source_file
chain_rule,chain-130,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WScript → mshta — chained execution,2,T1218.005,wscript.exe,mshta.exe,,Exact parent->child process name match,WScript → mshta — chained execution [T1218.005],src/detection-rules.js
chain_rule,chain-131,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WScript → rundll32 — DLL load via script,2,T1218.011,wscript.exe,rundll32.exe,,Exact parent->child process name match,WScript → rundll32 — DLL load via script [T1218.011],src/detection-rules.js
chain_rule,chain-132,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WScript → regsvr32 — COM registration abuse,2,T1218.010,wscript.exe,regsvr32.exe,,Exact parent->child process name match,WScript → regsvr32 — COM registration abuse [T1218.010],src/detection-rules.js
chain_rule,chain-133,Defense Evasion / LOLBins,Defense Evasion / LOLBins,CScript → mshta — CScript → mshta exec,2,T1218.005,cscript.exe,mshta.exe,,Exact parent->child process name match,CScript → mshta — CScript → mshta exec [T1218.005],src/detection-rules.js
chain_rule,chain-134,Defense Evasion / LOLBins,Defense Evasion / LOLBins,CScript → rundll32 — CScript → rundll32 exec,2,T1218.011,cscript.exe,rundll32.exe,,Exact parent->child process name match,CScript → rundll32 — CScript → rundll32 exec [T1218.011],src/detection-rules.js
chain_rule,chain-135,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → mshta — proxy execution,2,T1218.005,powershell.exe,mshta.exe,,Exact parent->child process name match,PS → mshta — proxy execution [T1218.005],src/detection-rules.js
chain_rule,chain-136,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → rundll32 — DLL proxy,2,T1218.011,powershell.exe,rundll32.exe,,Exact parent->child process name match,PS → rundll32 — DLL proxy [T1218.011],src/detection-rules.js
chain_rule,chain-137,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → regsvr32 — COM scriptlet,2,T1218.010,powershell.exe,regsvr32.exe,,Exact parent->child process name match,PS → regsvr32 — COM scriptlet [T1218.010],src/detection-rules.js
chain_rule,chain-138,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → mshta — HTA execution,2,T1218.005,cmd.exe,mshta.exe,,Exact parent->child process name match,cmd → mshta — HTA execution [T1218.005],src/detection-rules.js
chain_rule,chain-139,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → rundll32 — DLL exec,1,T1218.011,cmd.exe,rundll32.exe,,Exact parent->child process name match,cmd → rundll32 — DLL exec [T1218.011],src/detection-rules.js
chain_rule,chain-140,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → regsvr32 — COM registration,1,T1218.010,cmd.exe,regsvr32.exe,,Exact parent->child process name match,cmd → regsvr32 — COM registration [T1218.010],src/detection-rules.js
chain_rule,chain-141,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → netsh — firewall manipulation,1,T1562.004,cmd.exe,netsh.exe,,Exact parent->child process name match,cmd → netsh — firewall manipulation [T1562.004],src/detection-rules.js
chain_rule,chain-142,Defense Evasion / LOLBins,Defense Evasion / LOLBins,svchost → mshta — service hijack indicator,3,T1218.005,svchost.exe,mshta.exe,,Exact parent->child process name match,svchost → mshta — service hijack indicator [T1218.005],src/detection-rules.js
chain_rule,chain-143,Defense Evasion / LOLBins,Defense Evasion / LOLBins,svchost → rundll32 — DLL service execution,1,T1218.011,svchost.exe,rundll32.exe,,Exact parent->child process name match,svchost → rundll32 — DLL service execution [T1218.011],src/detection-rules.js
chain_rule,chain-144,Defense Evasion / LOLBins,Defense Evasion / LOLBins,svchost → regsvr32 — svchost → regsvr32 exec,2,T1218.010,svchost.exe,regsvr32.exe,,Exact parent->child process name match,svchost → regsvr32 — svchost → regsvr32 exec [T1218.010],src/detection-rules.js
chain_rule,chain-145,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WMIPrvSE → mshta — WMI-based proxy exec,3,T1218.005,wmiprvse.exe,mshta.exe,,Exact parent->child process name match,WMIPrvSE → mshta — WMI-based proxy exec [T1218.005],src/detection-rules.js
chain_rule,chain-146,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WMIPrvSE → rundll32 — WMI → rundll32 exec,2,T1218.011,wmiprvse.exe,rundll32.exe,,Exact parent->child process name match,WMIPrvSE → rundll32 — WMI → rundll32 exec [T1218.011],src/detection-rules.js
chain_rule,chain-147,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WMIPrvSE → regsvr32 — WMI → regsvr32 exec,2,T1218.010,wmiprvse.exe,regsvr32.exe,,Exact parent->child process name match,WMIPrvSE → regsvr32 — WMI → regsvr32 exec [T1218.010],src/detection-rules.js
chain_rule,chain-148,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WerFault → cmd — crash handler abuse/injection,2,T1036,werfault.exe,cmd.exe,,Exact parent->child process name match,WerFault → cmd — crash handler abuse/injection [T1036],src/detection-rules.js
chain_rule,chain-149,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WerFault → PS — process injection indicator,2,T1036,werfault.exe,powershell.exe,,Exact parent->child process name match,WerFault → PS — process injection indicator [T1036],src/detection-rules.js
chain_rule,chain-150,Defense Evasion / LOLBins,Defense Evasion / LOLBins,spoolsv → rundll32 — spooler exploit,2,T1203,spoolsv.exe,rundll32.exe,,Exact parent->child process name match,spoolsv → rundll32 — spooler exploit [T1203],src/detection-rules.js
chain_rule,chain-151,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → wevtutil — event log clearing/tampering,3,T1070.001,cmd.exe,wevtutil.exe,,Exact parent->child process name match,cmd → wevtutil — event log clearing/tampering [T1070.001],src/detection-rules.js
chain_rule,chain-152,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → wevtutil — event log clearing,3,T1070.001,powershell.exe,wevtutil.exe,,Exact parent->child process name match,PS → wevtutil — event log clearing [T1070.001],src/detection-rules.js
chain_rule,chain-153,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → fsutil — timestomping/USN journal del,1,T1070,cmd.exe,fsutil.exe,,Exact parent->child process name match,cmd → fsutil — timestomping/USN journal del [T1070],src/detection-rules.js
chain_rule,chain-154,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → fsutil — artifact manipulation,1,T1070,powershell.exe,fsutil.exe,,Exact parent->child process name match,PS → fsutil — artifact manipulation [T1070],src/detection-rules.js
chain_rule,chain-155,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → netsh — firewall modification,1,T1562.004,powershell.exe,netsh.exe,,Exact parent->child process name match,PS → netsh — firewall modification [T1562.004],src/detection-rules.js
chain_rule,chain-156,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → MpCmdRun — Defender manipulation,1,T1562.001,powershell.exe,mpcmdrun.exe,,Exact parent->child process name match,PS → MpCmdRun — Defender manipulation [T1562.001],src/detection-rules.js
chain_rule,chain-157,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → taskkill — process kill (AV/EDR),1,T1562.001,cmd.exe,taskkill.exe,,Exact parent->child process name match,cmd → taskkill — process kill (AV/EDR) [T1562.001],src/detection-rules.js
chain_rule,chain-158,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → taskkill — security tool termination,1,T1562.001,powershell.exe,taskkill.exe,,Exact parent->child process name match,PS → taskkill — security tool termination [T1562.001],src/detection-rules.js
chain_rule,chain-159,Defense Evasion / LOLBins,Defense Evasion / LOLBins,cmd → fltMC — minifilter unload (EDR bypass),3,T1562.001,cmd.exe,fltmc.exe,,Exact parent->child process name match,cmd → fltMC — minifilter unload (EDR bypass) [T1562.001],src/detection-rules.js
chain_rule,chain-160,Defense Evasion / LOLBins,Defense Evasion / LOLBins,PS → fltMC — minifilter/driver unload,3,T1562.001,powershell.exe,fltmc.exe,,Exact parent->child process name match,PS → fltMC — minifilter/driver unload [T1562.001],src/detection-rules.js
chain_rule,chain-161,Defense Evasion / LOLBins,Defense Evasion / LOLBins,bash → cmd — cross-subsystem execution,1,T1202,bash.exe,cmd.exe,,Exact parent->child process name match,bash → cmd — cross-subsystem execution [T1202],src/detection-rules.js
chain_rule,chain-162,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WSL → cmd — cross-subsystem,1,T1202,wsl.exe,cmd.exe,,Exact parent->child process name match,WSL → cmd — cross-subsystem [T1202],src/detection-rules.js
chain_rule,chain-163,Defense Evasion / LOLBins,Defense Evasion / LOLBins,WSL → PS — cross-subsystem,1,T1202,wsl.exe,powershell.exe,,Exact parent->child process name match,WSL → PS — cross-subsystem [T1202],src/detection-rules.js
chain_rule,chain-164,C2 / Download / RATs,C2 / Download / RATs,Word → certutil — download cradle,3,T1105,winword.exe,certutil.exe,,Exact parent->child process name match,Word → certutil — download cradle [T1105],src/detection-rules.js
chain_rule,chain-165,C2 / Download / RATs,C2 / Download / RATs,Word → bitsadmin — BITS download,3,T1197,winword.exe,bitsadmin.exe,,Exact parent->child process name match,Word → bitsadmin — BITS download [T1197],src/detection-rules.js
chain_rule,chain-166,C2 / Download / RATs,C2 / Download / RATs,Excel → certutil — download cradle,3,T1105,excel.exe,certutil.exe,,Exact parent->child process name match,Excel → certutil — download cradle [T1105],src/detection-rules.js
chain_rule,chain-167,C2 / Download / RATs,C2 / Download / RATs,rundll32 → certutil — staged download,2,T1105,rundll32.exe,certutil.exe,,Exact parent->child process name match,rundll32 → certutil — staged download [T1105],src/detection-rules.js
chain_rule,chain-168,C2 / Download / RATs,C2 / Download / RATs,cmd → certutil — LOLBin download/decode,2,T1105,cmd.exe,certutil.exe,,Exact parent->child process name match,cmd → certutil — LOLBin download/decode [T1105],src/detection-rules.js
chain_rule,chain-169,C2 / Download / RATs,C2 / Download / RATs,PS → certutil — download/decode fallback,2,T1105,powershell.exe,certutil.exe,,Exact parent->child process name match,PS → certutil — download/decode fallback [T1105],src/detection-rules.js
chain_rule,chain-170,C2 / Download / RATs,C2 / Download / RATs,cmd → bitsadmin — BITS job download,2,T1197,cmd.exe,bitsadmin.exe,,Exact parent->child process name match,cmd → bitsadmin — BITS job download [T1197],src/detection-rules.js
chain_rule,chain-171,C2 / Download / RATs,C2 / Download / RATs,PS → bitsadmin — BITS download,2,T1197,powershell.exe,bitsadmin.exe,,Exact parent->child process name match,PS → bitsadmin — BITS download [T1197],src/detection-rules.js
chain_rule,chain-172,C2 / Download / RATs,C2 / Download / RATs,WScript → certutil — download stage,2,T1105,wscript.exe,certutil.exe,,Exact parent->child process name match,WScript → certutil — download stage [T1105],src/detection-rules.js
chain_rule,chain-173,C2 / Download / RATs,C2 / Download / RATs,svchost → certutil — download via service,2,T1105,svchost.exe,certutil.exe,,Exact parent->child process name match,svchost → certutil — download via service [T1105],src/detection-rules.js
chain_rule,chain-174,C2 / Download / RATs,C2 / Download / RATs,WMIPrvSE → certutil — WMI-staged download,2,T1105,wmiprvse.exe,certutil.exe,,Exact parent->child process name match,WMIPrvSE → certutil — WMI-staged download [T1105],src/detection-rules.js
chain_rule,chain-175,C2 / Download / RATs,C2 / Download / RATs,cmd → wget — file download,1,T1105,cmd.exe,wget.exe,,Exact parent->child process name match,cmd → wget — file download [T1105],src/detection-rules.js
chain_rule,chain-176,C2 / Download / RATs,C2 / Download / RATs,AnyDesk → cmd — remote access tool abuse,2,T1219,anydesk.exe,cmd.exe,,Exact parent->child process name match,AnyDesk → cmd — remote access tool abuse [T1219],src/detection-rules.js
chain_rule,chain-177,C2 / Download / RATs,C2 / Download / RATs,AnyDesk → PS — RAT abuse,2,T1219,anydesk.exe,powershell.exe,,Exact parent->child process name match,AnyDesk → PS — RAT abuse [T1219],src/detection-rules.js
chain_rule,chain-178,C2 / Download / RATs,C2 / Download / RATs,TeamViewer → cmd — remote tool abuse,2,T1219,teamviewer.exe,cmd.exe,,Exact parent->child process name match,TeamViewer → cmd — remote tool abuse [T1219],src/detection-rules.js
chain_rule,chain-179,C2 / Download / RATs,C2 / Download / RATs,TeamViewer → PS — TeamViewer → PS exec,2,T1219,teamviewer.exe,powershell.exe,,Exact parent->child process name match,TeamViewer → PS — TeamViewer → PS exec [T1219],src/detection-rules.js
chain_rule,chain-180,C2 / Download / RATs,C2 / Download / RATs,ScreenConnect → cmd — RAT abuse (ransomware),2,T1219,screenconnect.clientservice.exe,cmd.exe,,Exact parent->child process name match,ScreenConnect → cmd — RAT abuse (ransomware) [T1219],src/detection-rules.js
chain_rule,chain-181,C2 / Download / RATs,C2 / Download / RATs,ScreenConnect → PS — ScreenConnect → PS exec,2,T1219,screenconnect.clientservice.exe,powershell.exe,,Exact parent->child process name match,ScreenConnect → PS — ScreenConnect → PS exec [T1219],src/detection-rules.js
chain_rule,chain-182,C2 / Download / RATs,C2 / Download / RATs,SCClient → cmd — SCClient → cmd exec,2,T1219,screenconnect.windowsclient.exe,cmd.exe,,Exact parent->child process name match,SCClient → cmd — SCClient → cmd exec [T1219],src/detection-rules.js
chain_rule,chain-183,C2 / Download / RATs,C2 / Download / RATs,Atera → cmd — RMM abuse,2,T1219,ateraagent.exe,cmd.exe,,Exact parent->child process name match,Atera → cmd — RMM abuse [T1219],src/detection-rules.js
chain_rule,chain-184,C2 / Download / RATs,C2 / Download / RATs,Atera → PS — Atera RMM → PS exec,2,T1219,ateraagent.exe,powershell.exe,,Exact parent->child process name match,Atera → PS — Atera RMM → PS exec [T1219],src/detection-rules.js
chain_rule,chain-185,C2 / Download / RATs,C2 / Download / RATs,Splashtop → cmd — Splashtop → cmd exec,2,T1219,splashtop.exe,cmd.exe,,Exact parent->child process name match,Splashtop → cmd — Splashtop → cmd exec [T1219],src/detection-rules.js
chain_rule,chain-186,C2 / Download / RATs,C2 / Download / RATs,Splashtop → PS — Splashtop → PS exec,2,T1219,splashtop.exe,powershell.exe,,Exact parent->child process name match,Splashtop → PS — Splashtop → PS exec [T1219],src/detection-rules.js
chain_rule,chain-187,C2 / Download / RATs,C2 / Download / RATs,cmd → ngrok — reverse tunnel for C2,3,T1572,cmd.exe,ngrok.exe,,Exact parent->child process name match,cmd → ngrok — reverse tunnel for C2 [T1572],src/detection-rules.js
chain_rule,chain-188,C2 / Download / RATs,C2 / Download / RATs,PS → ngrok — tunnel establishment,3,T1572,powershell.exe,ngrok.exe,,Exact parent->child process name match,PS → ngrok — tunnel establishment [T1572],src/detection-rules.js
chain_rule,chain-189,C2 / Download / RATs,C2 / Download / RATs,cmd → Chisel — SOCKS proxy tunnel,3,T1572,cmd.exe,chisel.exe,,Exact parent->child process name match,cmd → Chisel — SOCKS proxy tunnel [T1572],src/detection-rules.js
chain_rule,chain-190,C2 / Download / RATs,C2 / Download / RATs,PS → Chisel — proxy tunnel,3,T1572,powershell.exe,chisel.exe,,Exact parent->child process name match,PS → Chisel — proxy tunnel [T1572],src/detection-rules.js
chain_rule,chain-191,C2 / Download / RATs,C2 / Download / RATs,cmd → plink — SSH tunnel (PuTTY),2,T1572,cmd.exe,plink.exe,,Exact parent->child process name match,cmd → plink — SSH tunnel (PuTTY) [T1572],src/detection-rules.js
chain_rule,chain-192,C2 / Download / RATs,C2 / Download / RATs,PS → plink — SSH tunnel,2,T1572,powershell.exe,plink.exe,,Exact parent->child process name match,PS → plink — SSH tunnel [T1572],src/detection-rules.js
chain_rule,chain-193,C2 / Download / RATs,C2 / Download / RATs,IIS → certutil — web shell download,3,T1190,w3wp.exe,certutil.exe,,Exact parent->child process name match,IIS → certutil — web shell download [T1190],src/detection-rules.js
chain_rule,chain-194,Persistence,Persistence,Word → schtasks — persistence via macro,2,T1053.005,winword.exe,schtasks.exe,,Exact parent->child process name match,Word → schtasks — persistence via macro [T1053.005],src/detection-rules.js
chain_rule,chain-195,Persistence,Persistence,TaskEng → cmd — scheduled task execution,1,T1053.005,taskeng.exe,cmd.exe,,Exact parent->child process name match,TaskEng → cmd — scheduled task execution [T1053.005],src/detection-rules.js
chain_rule,chain-196,Persistence,Persistence,TaskEng → PS — Task Scheduler spawning,1,T1053.005,taskeng.exe,powershell.exe,,Exact parent->child process name match,TaskEng → PS — Task Scheduler spawning [T1053.005],src/detection-rules.js
chain_rule,chain-197,Persistence,Persistence,TaskHost → cmd — scheduled task (Win10+),1,T1053.005,taskhostw.exe,cmd.exe,,Exact parent->child process name match,TaskHost → cmd — scheduled task (Win10+) [T1053.005],src/detection-rules.js
chain_rule,chain-198,Persistence,Persistence,TaskHost → PS — scheduled task,1,T1053.005,taskhostw.exe,powershell.exe,,Exact parent->child process name match,TaskHost → PS — scheduled task [T1053.005],src/detection-rules.js
chain_rule,chain-199,Persistence,Persistence,cmd → schtasks — scheduled task creation,1,T1053.005,cmd.exe,schtasks.exe,,Exact parent->child process name match,cmd → schtasks — scheduled task creation [T1053.005],src/detection-rules.js
chain_rule,chain-200,Persistence,Persistence,PS → schtasks — scheduled task creation,1,T1053.005,powershell.exe,schtasks.exe,,Exact parent->child process name match,PS → schtasks — scheduled task creation [T1053.005],src/detection-rules.js
chain_rule,chain-201,Persistence,Persistence,rundll32 → schtasks — DLL-based persistence,2,T1053.005,rundll32.exe,schtasks.exe,,Exact parent->child process name match,rundll32 → schtasks — DLL-based persistence [T1053.005],src/detection-rules.js
chain_rule,chain-202,Persistence,Persistence,mshta → schtasks — HTA persistence install,2,T1053.005,mshta.exe,schtasks.exe,,Exact parent->child process name match,mshta → schtasks — HTA persistence install [T1053.005],src/detection-rules.js
chain_rule,chain-203,Persistence,Persistence,cmd → reg — Run key persistence,1,T1547.001,cmd.exe,reg.exe,,Exact parent->child process name match,cmd → reg — Run key persistence [T1547.001],src/detection-rules.js
chain_rule,chain-204,Persistence,Persistence,PS → reg — Run key modification,1,T1547.001,powershell.exe,reg.exe,,Exact parent->child process name match,PS → reg — Run key modification [T1547.001],src/detection-rules.js
chain_rule,chain-205,Persistence,Persistence,cmd → sc — service creation/modification,1,T1543.003,cmd.exe,sc.exe,,Exact parent->child process name match,cmd → sc — service creation/modification [T1543.003],src/detection-rules.js
chain_rule,chain-206,Persistence,Persistence,PS → sc — service manipulation,1,T1543.003,powershell.exe,sc.exe,,Exact parent->child process name match,PS → sc — service manipulation [T1543.003],src/detection-rules.js
chain_rule,chain-207,Persistence,Persistence,cmd → wmic — WMI event subscription,1,T1546.003,cmd.exe,wmic.exe,,Exact parent->child process name match,cmd → wmic — WMI event subscription [T1546.003],src/detection-rules.js
chain_rule,chain-208,Persistence,Persistence,PS → wmic — WMI persistence,1,T1546.003,powershell.exe,wmic.exe,,Exact parent->child process name match,PS → wmic — WMI persistence [T1546.003],src/detection-rules.js
chain_rule,chain-209,Persistence,Persistence,cmd → xcopy — startup folder persistence,0,T1547.001,cmd.exe,xcopy.exe,,Exact parent->child process name match,cmd → xcopy — startup folder persistence [T1547.001],src/detection-rules.js
chain_rule,chain-210,Persistence,Persistence,cmd → copy — startup persistence,0,T1547.001,cmd.exe,copy.exe,,Exact parent->child process name match,cmd → copy — startup persistence [T1547.001],src/detection-rules.js
chain_rule,chain-211,Persistence,Persistence,winlogon → sethc — Sticky Keys backdoor check,3,T1546.008,winlogon.exe,sethc.exe,,Exact parent->child process name match,winlogon → sethc — Sticky Keys backdoor check [T1546.008],src/detection-rules.js
chain_rule,chain-212,Persistence,Persistence,sethc → cmd — backdoor active,3,T1546.008,sethc.exe,cmd.exe,,Exact parent->child process name match,sethc → cmd — backdoor active [T1546.008],src/detection-rules.js
chain_rule,chain-213,Persistence,Persistence,utilman → cmd — accessibility backdoor,3,T1546.008,utilman.exe,cmd.exe,,Exact parent->child process name match,utilman → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-214,Persistence,Persistence,osk → cmd — accessibility backdoor,3,T1546.008,osk.exe,cmd.exe,,Exact parent->child process name match,osk → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-215,Persistence,Persistence,narrator → cmd — accessibility backdoor,3,T1546.008,narrator.exe,cmd.exe,,Exact parent->child process name match,narrator → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-216,Persistence,Persistence,magnify → cmd — accessibility backdoor,3,T1546.008,magnify.exe,cmd.exe,,Exact parent->child process name match,magnify → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-217,Persistence,Persistence,dispswitch → cmd — accessibility backdoor,3,T1546.008,displayswitch.exe,cmd.exe,,Exact parent->child process name match,dispswitch → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-218,Persistence,Persistence,ATBroker → cmd — accessibility backdoor,3,T1546.008,atbroker.exe,cmd.exe,,Exact parent->child process name match,ATBroker → cmd — accessibility backdoor [T1546.008],src/detection-rules.js
chain_rule,chain-219,Discovery / Recon,Discovery / Recon,rundll32 → net — post-exploitation recon,1,T1087.002,rundll32.exe,net.exe,,Exact parent->child process name match,rundll32 → net — post-exploitation recon [T1087.002],src/detection-rules.js
chain_rule,chain-220,Discovery / Recon,Discovery / Recon,PS → whoami — user context enumeration,1,T1033,powershell.exe,whoami.exe,,Exact parent->child process name match,PS → whoami — user context enumeration [T1033],src/detection-rules.js
chain_rule,chain-221,Discovery / Recon,Discovery / Recon,cmd → whoami — user context enumeration,1,T1033,cmd.exe,whoami.exe,,Exact parent->child process name match,cmd → whoami — user context enumeration [T1033],src/detection-rules.js
chain_rule,chain-222,Discovery / Recon,Discovery / Recon,PS → systeminfo — system fingerprinting,1,T1082,powershell.exe,systeminfo.exe,,Exact parent->child process name match,PS → systeminfo — system fingerprinting [T1082],src/detection-rules.js
chain_rule,chain-223,Discovery / Recon,Discovery / Recon,cmd → systeminfo — system fingerprinting,1,T1082,cmd.exe,systeminfo.exe,,Exact parent->child process name match,cmd → systeminfo — system fingerprinting [T1082],src/detection-rules.js
chain_rule,chain-224,Discovery / Recon,Discovery / Recon,PS → hostname — hostname discovery,0,T1082,powershell.exe,hostname.exe,,Exact parent->child process name match,PS → hostname — hostname discovery [T1082],src/detection-rules.js
chain_rule,chain-225,Discovery / Recon,Discovery / Recon,cmd → hostname — hostname discovery,0,T1082,cmd.exe,hostname.exe,,Exact parent->child process name match,cmd → hostname — hostname discovery [T1082],src/detection-rules.js
chain_rule,chain-226,Discovery / Recon,Discovery / Recon,PS → nltest — domain trust enumeration,1,T1482,powershell.exe,nltest.exe,,Exact parent->child process name match,PS → nltest — domain trust enumeration [T1482],src/detection-rules.js
chain_rule,chain-227,Discovery / Recon,Discovery / Recon,cmd → nltest — domain trust enumeration,1,T1482,cmd.exe,nltest.exe,,Exact parent->child process name match,cmd → nltest — domain trust enumeration [T1482],src/detection-rules.js
chain_rule,chain-228,Discovery / Recon,Discovery / Recon,PS → dsquery — AD object enumeration,1,T1018,powershell.exe,dsquery.exe,,Exact parent->child process name match,PS → dsquery — AD object enumeration [T1018],src/detection-rules.js
chain_rule,chain-229,Discovery / Recon,Discovery / Recon,cmd → dsquery — AD enumeration,1,T1018,cmd.exe,dsquery.exe,,Exact parent->child process name match,cmd → dsquery — AD enumeration [T1018],src/detection-rules.js
chain_rule,chain-230,Discovery / Recon,Discovery / Recon,PS → dsget — AD attribute query,1,T1087.002,powershell.exe,dsget.exe,,Exact parent->child process name match,PS → dsget — AD attribute query [T1087.002],src/detection-rules.js
chain_rule,chain-231,Discovery / Recon,Discovery / Recon,PS → csvde — bulk AD export,1,T1087.002,powershell.exe,csvde.exe,,Exact parent->child process name match,PS → csvde — bulk AD export [T1087.002],src/detection-rules.js
chain_rule,chain-232,Discovery / Recon,Discovery / Recon,PS → ldifde — LDAP data export,1,T1087.002,powershell.exe,ldifde.exe,,Exact parent->child process name match,PS → ldifde — LDAP data export [T1087.002],src/detection-rules.js
chain_rule,chain-233,Discovery / Recon,Discovery / Recon,cmd → csvde — bulk AD export,1,T1087.002,cmd.exe,csvde.exe,,Exact parent->child process name match,cmd → csvde — bulk AD export [T1087.002],src/detection-rules.js
chain_rule,chain-234,Discovery / Recon,Discovery / Recon,PS → net — domain/local account enum,1,T1087.002,powershell.exe,net.exe,,Exact parent->child process name match,PS → net — domain/local account enum [T1087.002],src/detection-rules.js
chain_rule,chain-235,Discovery / Recon,Discovery / Recon,cmd → net — domain/local account enum,1,T1087.002,cmd.exe,net.exe,,Exact parent->child process name match,cmd → net — domain/local account enum [T1087.002],src/detection-rules.js
chain_rule,chain-236,Discovery / Recon,Discovery / Recon,PS → net1 — net.exe proxy,1,T1087.002,powershell.exe,net1.exe,,Exact parent->child process name match,PS → net1 — net.exe proxy [T1087.002],src/detection-rules.js
chain_rule,chain-237,Discovery / Recon,Discovery / Recon,cmd → net1 — net.exe proxy,1,T1087.002,cmd.exe,net1.exe,,Exact parent->child process name match,cmd → net1 — net.exe proxy [T1087.002],src/detection-rules.js
chain_rule,chain-238,Discovery / Recon,Discovery / Recon,PS → ipconfig — network config discovery,0,T1016,powershell.exe,ipconfig.exe,,Exact parent->child process name match,PS → ipconfig — network config discovery [T1016],src/detection-rules.js
chain_rule,chain-239,Discovery / Recon,Discovery / Recon,cmd → ipconfig — network config,0,T1016,cmd.exe,ipconfig.exe,,Exact parent->child process name match,cmd → ipconfig — network config [T1016],src/detection-rules.js
chain_rule,chain-240,Discovery / Recon,Discovery / Recon,PS → arp — ARP table discovery,0,T1016,powershell.exe,arp.exe,,Exact parent->child process name match,PS → arp — ARP table discovery [T1016],src/detection-rules.js
chain_rule,chain-241,Discovery / Recon,Discovery / Recon,cmd → arp — ARP table discovery,0,T1016,cmd.exe,arp.exe,,Exact parent->child process name match,cmd → arp — ARP table discovery [T1016],src/detection-rules.js
chain_rule,chain-242,Discovery / Recon,Discovery / Recon,PS → nslookup — DNS recon,0,T1018,powershell.exe,nslookup.exe,,Exact parent->child process name match,PS → nslookup — DNS recon [T1018],src/detection-rules.js
chain_rule,chain-243,Discovery / Recon,Discovery / Recon,cmd → nslookup — DNS recon,0,T1018,cmd.exe,nslookup.exe,,Exact parent->child process name match,cmd → nslookup — DNS recon [T1018],src/detection-rules.js
chain_rule,chain-244,Discovery / Recon,Discovery / Recon,PS → netstat — network connections,0,T1049,powershell.exe,netstat.exe,,Exact parent->child process name match,PS → netstat — network connections [T1049],src/detection-rules.js
chain_rule,chain-245,Discovery / Recon,Discovery / Recon,cmd → netstat — network connections,0,T1049,cmd.exe,netstat.exe,,Exact parent->child process name match,cmd → netstat — network connections [T1049],src/detection-rules.js
chain_rule,chain-246,Discovery / Recon,Discovery / Recon,PS → route — routing table,0,T1016,powershell.exe,route.exe,,Exact parent->child process name match,PS → route — routing table [T1016],src/detection-rules.js
chain_rule,chain-247,Discovery / Recon,Discovery / Recon,cmd → route — routing table,0,T1016,cmd.exe,route.exe,,Exact parent->child process name match,cmd → route — routing table [T1016],src/detection-rules.js
chain_rule,chain-248,Discovery / Recon,Discovery / Recon,PS → nbtstat — NetBIOS discovery,0,T1016,powershell.exe,nbtstat.exe,,Exact parent->child process name match,PS → nbtstat — NetBIOS discovery [T1016],src/detection-rules.js
chain_rule,chain-249,Discovery / Recon,Discovery / Recon,cmd → tracert — route tracing,0,T1016,cmd.exe,tracert.exe,,Exact parent->child process name match,cmd → tracert — route tracing [T1016],src/detection-rules.js
chain_rule,chain-250,Discovery / Recon,Discovery / Recon,cmd → pathping — route tracing,0,T1016,cmd.exe,pathping.exe,,Exact parent->child process name match,cmd → pathping — route tracing [T1016],src/detection-rules.js
chain_rule,chain-251,Discovery / Recon,Discovery / Recon,PS → tasklist — process enumeration,0,T1057,powershell.exe,tasklist.exe,,Exact parent->child process name match,PS → tasklist — process enumeration [T1057],src/detection-rules.js
chain_rule,chain-252,Discovery / Recon,Discovery / Recon,cmd → tasklist — process enumeration,0,T1057,cmd.exe,tasklist.exe,,Exact parent->child process name match,cmd → tasklist — process enumeration [T1057],src/detection-rules.js
